title,year,providers,source
Sexy Beast,2000.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Sgt. Stubby: An American Hero,2018.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Shadow Company,2007.0,,None
Shadowlands,1993.0,,None
Shadows of Forgotten Ancestors,1965.0,"Klassiki, Takflix",TMDb
Shahid,2013.0,,None
Shaun of the Dead,2004.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
The Shawshank Redemption,1994.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Sherlock Jr.,1924.0,"FilmBox Live Amazon Channel, Kino Film Collection, IndieFlix Shorts Amazon Channel, Amazon Video, FlixFling, Google Play Movies, Apple TV, IndieFlix, YouTube, Criterion Channel, Fandango At Home",TMDb
Shine,1996.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Shoeshine (Sciuscià),1947.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Shoot the Piano Player (Tirez sur le pianiste),1962.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Shootist,1976.0,"Amazon Video, MGM+ Amazon Channel, MGM Plus Roku Premium Channel, Google Play Movies, Apple TV, YouTube, Philo, MGM Plus, Fandango At Home, fuboTV",TMDb
The Shop Around the Corner,1940.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Shoplifters (Manbiki kazoku),2018.0,"Amazon Video, Magnolia Selects Amazon Channel, FlixFling, Google Play Movies, Apple TV, Spectrum On Demand, Philo, Fandango At Home",TMDb
Short Term 12,2013.0,"Amazon Video, Amazon Prime Video with Ads, Fandor Amazon Channel, Apple TV, Google Play Movies, Spectrum On Demand, YouTube, Philo, Fandor, Fandango At Home, Amazon Prime Video, fuboTV",TMDb
Shrek,2001.0,"Netflix, Amazon Video, Google Play Movies, Peacock Premium Plus, Apple TV, Spectrum On Demand, Netflix Standard with Ads, YouTube, Fandango At Home, Peacock Premium",TMDb
Sicario,2015.0,"Amazon Video, Google Play Movies, Apple TV, Peacock Premium Plus, Spectrum On Demand, YouTube, Fandango At Home, Peacock Premium",TMDb
"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997.0,"Fandango At Home, Apple TV",TMDb
Sicko,2007.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Side by Side,2012.0,"Amazon Video, Fandango At Home, YouTube, Google Play Movies",TMDb
The Silence of the Lambs,1991.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
Silver Linings Playbook,2012.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, YouTube, HBO Max Amazon Channel",TMDb
Simple Men,1992.0,"Amazon Video, Fandango At Home, Apple TV",TMDb
Sing Street,2016.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Singin' in the Rain,,"Amazon Video, Cinemax Apple TV Channel, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel, Cinemax Amazon Channel",TMDb
Sister Helen,2002.0,"Amazon Video, Apple TV, Fandor Amazon Channel, DocuramaFilms Amazon Channel",TMDb
Sita Sings the Blues,2008.0,"IndieFlix, OVID",TMDb
The Sixth Sense,1999.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, Peacock Premium Plus, YouTube, Fandango At Home, Peacock Premium",TMDb
Skyfall,2012.0,"Amazon Video, Plex, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Slap Shot,1977.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, Netflix Standard with Ads, YouTube, Fandango At Home",TMDb
Sling Blade,1996.0,,None
Slumdog Millionaire,2008.0,Apple TV,TMDb
Smiles of a Summer Night,1955.0,"Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
The Snapper,1993.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
So Much So Fast,2006.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
Socrates,2019.0,"Amazon Video, FlixFling, Google Play Movies, Apple TV, Fandango At Home",TMDb
La Peau douce (The Soft Skin),1964.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Some Like It Hot,1959.0,"Amazon Video, Plex, YouTube TV, Amazon Prime Video with Ads, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Somewhere Between,2012.0,"Amazon Video, Apple TV, DocuramaFilms Amazon Channel",TMDb
Sonatine,1993.0,Apple TV,TMDb
Avaze gonjeshk-ha (The Song of Sparrows),2009.0,,None
Song Of The Sea,2014.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Sound and Fury,2000.0,"Apple TV, DocuramaFilms Amazon Channel",TMDb
Sound City,2013.0,,None
Una Giornata Particolare (A Special Day),1977.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
Speedy,1928.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Spider-Man: Far From Home,2019.0,"Amazon Video, Disney Plus, YouTube TV, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV",TMDb
Spider-Man: Homecoming,2017.0,"Amazon Video, Disney Plus, YouTube TV, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV",TMDb
Spider-Man: Into the Spider-Verse,2018.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, fuboTV",TMDb
Spine Tingler: The William Castle Story,2007.0,"Amazon Video, fuboTV, FlixFling",TMDb
Spirited Away,2002.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
Spotlight,2015.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
"Spring, Summer, Fall, Winter...and Spring",2003.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Springsteen on Broadway,,"Netflix, Netflix Standard with Ads",TMDb
Stage Door,1937.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Stalag 17,1953.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Stand by Me,1986.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Standing in the Shadows of Motown,2002.0,,None
"Standing Up, Falling Down",2020.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Stanley Kubrick: A Life in Pictures,2001.0,"Amazon Video, Apple TV",TMDb
Star Trek,2009.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Paramount+ Amazon Channel, Spectrum On Demand, YouTube, Paramount+ Roku Premium Channel, Fandango At Home, Paramount Plus",TMDb
Star Trek: First Contact,1996.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Paramount+ Amazon Channel, Spectrum On Demand, YouTube, Paramount+ Roku Premium Channel, Fandango At Home, Paramount Plus",TMDb
Star Trek II: The Wrath of Khan,1982.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Paramount+ Amazon Channel, Spectrum On Demand, YouTube, Paramount+ Roku Premium Channel, Fandango At Home, Paramount Plus",TMDb
Star Wars: Episode IV - A New Hope,1977.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Star Wars: Episode VII - The Force Awakens,2015.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
The Station Agent,2003.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Stay Human,,"Amazon Video, Amazon Prime Video with Ads, Fandor Amazon Channel, DocuramaFilms Amazon Channel, Apple TV, Google Play Movies, YouTube, Philo, Fandor, Fandango At Home, Amazon Prime Video, fuboTV",TMDb
Steamboat Bill Jr.,1928.0,"FilmBox Live Amazon Channel, IndieFlix Shorts Amazon Channel, Amazon Prime Video with Ads, Cohen Media Amazon Channel, Google Play Movies, Apple TV, IndieFlix, YouTube, Criterion Channel, Amazon Prime Video, Fandango At Home",TMDb
The Steel Helmet,1951.0,"Amazon Video, YouTube TV, Apple TV, Criterion Channel, Fandango At Home",TMDb
Stephen Tobolowsky's Birthday Party,2005.0,,None
Stevie,2003.0,,None
Still Alice,2015.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Still Bill,2010.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
Stop Making Sense,1984.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Straight Outta Compton,2015.0,"Amazon Video, YouTube TV, FlixFling, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
The Straight Story,1999.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Stranded,2008.0,,None
Stranger Than Paradise,1984.0,"Amazon Video, TCM Amazon Channel, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Streetlight Harmonies,,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Stroszek,1977.0,"Shout! Factory Amazon Channel, Amazon Video, Fandor Amazon Channel, Apple TV, Google Play Movies, YouTube, Philo",TMDb
Sullivan's Travels,1941.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Sunrise: A Song of Two Humans,1927.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Sunset Boulevard,1950.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Superbad,2007.0,"Amazon Video, Google Play Movies, Apple TV, Starz Amazon Channel, Starz Roku Premium Channel, Spectrum On Demand, YouTube, Starz, Philo, Fandango At Home, Starz Apple TV Channel",TMDb
Superman,1978.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
Suzi Q,2020.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
The Sweet Hereafter,1997.0,Criterion Channel,TMDb
Sweet Sixteen,2003.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video, fuboTV",TMDb
Sweet Smell of Success,1957.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
Swingers,1996.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Talk to Her,2002.0,"Fandango At Home, YouTube, Google Play Movies, Apple TV",TMDb
Tampopo,1985.0,"HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Tangerines,2015.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Tangled,2010.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home, fuboTV",TMDb
A Taste of Honey,1961.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
Tater Tot & Patton,,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Taxi Driver,1976.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Criterion Channel, Fandango At Home",TMDb
Taxi to the Dark Side,2007.0,"Shout! Factory Amazon Channel, Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
Teenage Paparazzo,2010.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
Tel Aviv on Fire,2019.0,"Amazon Video, Cohen Media Amazon Channel, Google Play Movies, Apple TV, YouTube",TMDb
Tell Me Who I Am,2019.0,"Netflix, Netflix Standard with Ads",TMDb
Temple Grandin,2010.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Tenant,1976.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Terminator,1984.0,"Amazon Video, MGM+ Amazon Channel, Plex, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
Terminator 2: Judgment Day,1991.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Paramount+ Roku Premium Channel, Fandango At Home, Paramount Plus",TMDb
Thank You for Smoking,2006.0,"Amazon Video, Hulu, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
That Obscure Object of Desire,1977.0,BFI Player Amazon Channel,TMDb
That's Entertainment,1973.0,,None
The Desert Of Forbidden Art,2011.0,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
The Navigator,1924.0,"FilmBox Live Amazon Channel, Amazon Video, Fandor Amazon Channel, Apple TV, Google Play Movies, YouTube, Criterion Channel, Fandango At Home",TMDb
The Other Side of the Mirror - Bob Dylan Newport 1963-1965,,"Qello Concerts by Stingray Amazon Channel, Apple TV, Fandango At Home",TMDb
Professione: reporter (The Passenger),1975.0,Fandango At Home,TMDb
The Secret of Kells,2010.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Secret of Roan Inish,1995.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video, Starz Apple TV Channel",TMDb
The Social Network,2010.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Tale of Zatoichi,1962.0,"Amazon Video, Criterion Channel, Apple TV, Fandango At Home",TMDb
The 24 Hour War,,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Act Of Killing,2013.0,,None
The African Queen,1951.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The American Meme,,"Netflix, Netflix Standard with Ads",TMDb
The Artist,2011.0,"Amazon Video, MovieSphere+ Amazon Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
The Band's Visit,2007.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Battle of Algiers (La Battaglia di Algeri),1967.0,"Amazon Video, YouTube TV, HBO Max, Google Play Movies, Apple TV, YouTube, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Beatles: Eight Days a Week - The Touring Years,2016.0,"Amazon Video, Apple TV",TMDb
The Big Parade,1925.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Big Short,2015.0,"Amazon Video, Plex, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Big Sick,2017.0,"Amazon Prime Video, Amazon Prime Video with Ads",TMDb
The Black Power Mixtape 1967-1975,2011.0,"Amazon Video, IFC Films Unlimited Apple TV Channel, AMC+, Google Play Movies, AMC+ Amazon Channel, YouTube, Sundance Now, Philo",TMDb
The Boy And The Beast (Bakemono No Ko),2016.0,"Crunchyroll, Crunchyroll Amazon Channel",TMDb
The Boy Who Harnessed the Wind,2019.0,"Netflix, Netflix Standard with Ads",TMDb
The Breadwinner,2017.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Bridge (Die Brücke),1959.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Criterion Channel",TMDb
The Bugs Bunny/Road Runner Movie,,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari),1920.0,"Amazon Video, Kino Film Collection, Screambox Amazon Channel, Midnight Pulp Amazon Channel, AMC+, Shudder Amazon Channel, Fandor Amazon Channel, Apple TV, Shudder, AMC+ Amazon Channel, Shudder Apple TV Channel, Eternal Family, Philo, Fandango At Home, fuboTV, Screambox",TMDb
The Call of Cthulhu,2005.0,Amazon Video,TMDb
The Castle,1999.0,"Amazon Video, Fandango At Home, YouTube, Google Play Movies",TMDb
The Chess Players (Shatranj Ke Khiladi),1978.0,,None
The Conformist,1970.0,"Kino Film Collection, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Counterfeiters,2007.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Crash Reel,2013.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Cup,1999.0,"Fandango At Home, YouTube, Google Play Movies, Apple TV",TMDb
The Dalai Lama: Scientist,,"Amazon Video, Fandango At Home, Apple TV",TMDb
The Dark Knight,2008.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Dark Knight Rises,2012.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Day the Earth Caught Fire,1962.0,"Amazon Video, BFI Player Amazon Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Death of Superman,,"Amazon Video, Cinemax Apple TV Channel, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel, Cinemax Amazon Channel",TMDb
The Decline of Western Civilization,1981.0,"Shout! Factory Amazon Channel, Amazon Video, Amazon Prime Video with Ads, Metrograph, Fandor Amazon Channel, DocuramaFilms Amazon Channel, Apple TV, Google Play Movies, Night Flight Plus, YouTube, Philo, Fandor, Qello Concerts by Stingray Amazon Channel, Amazon Prime Video, fuboTV",TMDb
The Deer Hunter,1978.0,"Netflix, Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, Netflix Standard with Ads, YouTube, MGM Plus, Fandango At Home",TMDb
The Devil We Know,,"Amazon Video, YouTube, Google Play Movies, Apple TV",TMDb
The Devil's Miner,2006.0,,None
The Disaster Artist,2017.0,"Amazon Video, Cinemax Apple TV Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Cinemax Amazon Channel",TMDb
The Diving Bell and the Butterfly,2007.0,"Amazon Video, Fandango At Home, Google Play Movies, Apple TV",TMDb
The Eagle Huntress,2016.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Earrings of Madame De... (Madame de...),1954.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Easy Life (Il sorpasso),1962.0,"Amazon Video, Criterion Channel, Apple TV, Fandango At Home",TMDb
The Elephant Queen,2019.0,"Apple TV Plus Amazon Channel, Apple TV+",TMDb
The English Surgeon,2009.0,"Amazon Video, PBS Documentaries Amazon Channel",TMDb
The Exterminating Angel (El Ángel Exterminador),1967.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Criterion Channel, Cultpix, Fandango At Home",TMDb
The Farewell,2019.0,"Amazon Video, Cinemax Apple TV Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Cinemax Amazon Channel",TMDb
The Farm: Life Inside Angola Prison,1998.0,Apple TV,TMDb
The Fighter,1979.0,Amazon Video,TMDb
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
"The Gangster, the Cop, the Devil",2019.0,"Amazon Video, Hulu, Hi-YAH, YouTube TV, Amazon Prime Video with Ads, Hi-YAH Amazon Channel, Rakuten Viki, Google Play Movies, Peacock Premium Plus, Apple TV, YouTube, Fandango At Home, Amazon Prime Video, Peacock Premium",TMDb
The Garden Left Behind,2020.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
The Girl with the Dragon Tattoo,2011.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Girl with the Dragon Tattoo,2009.0,"Amazon Video, Amazon Prime Video with Ads, MZ Choice Amazon Channel, Fandor, Viaplay Amazon Channel, Amazon Prime Video, fuboTV",TMDb
The Gleaners and I,2001.0,,None
The Gold Rush,1925.0,"History Vault, FilmBox Live Amazon Channel, Amazon Video, Amazon Prime Video with Ads, HBO Max, Apple TV, Eternal Family, Criterion Channel, Amazon Prime Video, HBO Max Amazon Channel, fuboTV",TMDb
The Golden Dream (La Jaula De Oro),2015.0,"Amazon Video, YouTube, Google Play Movies",TMDb
"The Good, the Bad and the Ugly",1966.0,"Amazon Video, MGM+ Amazon Channel, MGM Plus Roku Premium Channel, YouTube TV, Plex, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Philo, MGM Plus, Fandango At Home, fuboTV",TMDb
The Grand Budapest Hotel,2014.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Great Buster: A Celebration,2018.0,"Amazon Video, Cohen Media Amazon Channel, Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
The Great Escape,1963.0,"Amazon Video, Plex, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Fandango At Home, Amazon Prime Video",TMDb
The Great Silence (Il grande silenzio),1968.0,"Amazon Video, YouTube TV, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Film Movement Plus, Film Movement Plus Amazon Channel, Fandango At Home",TMDb
The Guilty (Den skyldige),2018.0,"Amazon Video, Amazon Prime Video with Ads, FlixFling, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Philo, Fandango At Home, Amazon Prime Video, fuboTV",TMDb
The Handmaiden (Ah-ga-ssi),2016.0,"Fandango At Home, Amazon Prime Video",TMDb
The Hole (Le Trou),1964.0,Criterion Channel,TMDb
The House I Live In,2012.0,,None
The Hunger Games: Catching Fire,2013.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Hunt (Jagten),2013.0,"Amazon Video, Amazon Prime Video with Ads, Google Play Movies, Apple TV, YouTube, Philo, Fandango At Home, Amazon Prime Video",TMDb
The Hunting Ground,2015.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Imitation Game,2014.0,"Amazon Video, Cinemax Apple TV Channel, Google Play Movies, Apple TV, YouTube, Fandango At Home, Cinemax Amazon Channel",TMDb
The Inevitable Defeat of Mister & Pete,2013.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home, Starz Apple TV Channel",TMDb
The Insult (L'insulte),2018.0,"Cohen Media Amazon Channel, Amazon Video, Google Play Movies, Apple TV",TMDb
The Internet's Own Boy: The Story of Aaron Swartz,2014.0,,None
The Invisible Man,2020.0,"Amazon Video, Google Play Movies, Peacock Premium Plus, Apple TV, NBC, YouTube, Fandango At Home, fuboTV, USA Network, Peacock Premium",TMDb
The Irishman,2019.0,"Netflix, Netflix Standard with Ads",TMDb
The Jaundiced Eye,2000.0,,None
The Jungle Book,2016.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Kid Brother,1927.0,"HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Kids Are Alright,1979.0,Qello Concerts by Stingray Amazon Channel,TMDb
The King of Masks,1995.0,Amazon Video,TMDb
The Kingdom of Dreams and Madness,2014.0,"HBO Max, HBO Max Amazon Channel, Apple TV",TMDb
The King's Speech,2010.0,"Amazon Video, Britbox Apple TV Channel , Google Play Movies, Apple TV, Starz Amazon Channel, Starz Roku Premium Channel, Spectrum On Demand, YouTube, Starz, Philo, Fandango At Home, Starz Apple TV Channel",TMDb
The Last Laugh (Der Letzte Mann),1925.0,Kino Film Collection,TMDb
The Last Lions,2011.0,,None
The Last Waltz,1978.0,"Amazon Video, Amazon Prime Video with Ads, Apple TV, Fandango At Home, Amazon Prime Video",TMDb
The LEGO Movie,2014.0,"Amazon Video, Plex, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, fuboTV",TMDb
The Leopard,1963.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Lion King,1994.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Little Mermaid,1989.0,"Amazon Video, Disney Plus, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Lives of Others,2006.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Long Good Friday,1982.0,"Amazon Video, HBO Max, Apple TV, Criterion Channel, HBO Max Amazon Channel, Fandango At Home",TMDb
The Look of Silence,2015.0,"Fandor, Amazon Video, Apple TV",TMDb
The Lord of the Rings: The Fellowship of the Ring,2001.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Lord of the Rings: The Return of the King,2003.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Lord of the Rings: The Two Towers,2002.0,"Amazon Video, Plex, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Lunchbox,2014.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Magician (Ansiktet),1958.0,"Amazon Video, Kanopy, Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
The Marriage Circle,1924.0,"MGM+ Amazon Channel, MGM Plus Roku Premium Channel, FlixFling, Philo, MGM Plus, Fandango At Home, fuboTV",TMDb
The Marriage of Maria Braun (Die Ehe der Maria Braun),1979.0,"Criterion Channel, HBO Max, HBO Max Amazon Channel",TMDb
The Martian,2015.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Miners' Hymns,2012.0,,None
The Mirror,1975.0,,None
The Most Dangerous Year,2019.0,,None
The Naked Island (Hadaka no shima),1960.0,"Amazon Video, Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
The Normal Heart,,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home",TMDb
The Orphanage,2007.0,"Amazon Video, Google Play Movies, Apple TV, Spectrum On Demand, YouTube, Fandango At Home",TMDb
The Other Dream Team,2012.0,,None
The Overnighters,2014.0,"YouTube, Google Play Movies",TMDb
The Passion of Anna (En Passion),1970.0,"Google Play Movies, Apple TV, YouTube, Criterion Channel, Fandango At Home",TMDb
The Peanut Butter Falcon,2019.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, Fandango At Home, HBO Max Amazon Channel",TMDb
The Perks of Being a Wallflower,2012.0,"Amazon Video, HBO Max, Google Play Movies, Apple TV, YouTube, HBO Max Amazon Channel",TMDb
The Phantom Carriage,1920.0,,None
The Pinochet Case,2002.0,,None
