rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,average_rating
m/journey-to-italy-viaggio-in-italia,Journey to Italy (Viaggio in Italia) (Strangers) (The Lonely Woman),"Sharing a passionless existence together, Alexander (George Sanders) and Katherine Joyce (Ingrid Bergman), a married English couple, travel to Naples after inheriting a villa. On the verge of divorce, with neither one's disposition warming to the other, they decide to spend the rest of the trip separately. Katherine visits museums and historical sites, whereas Alexander goes to Capri to unwind with drinks. However, during the course of their vacation, the Joyces both undergo changes.",,NR,Drama,Roberto Rossellini,"Roberto Rossellini, Vitaliano Brancati, Antonio Pietrangeli","Ingrid Bergman, George Sanders, Leslie Daniels, Natalia Ray, Maria Mauban, Peter Paul Muller, Anna Proclemer, Jackie Frost",,2017-03-11,100.0,Fine Arts Films Inc.,Fresh,95.0,22.0,Upright,76.0,1416.0,8,21,1,85.5
m/joy_luck_club,The Joy Luck Club,"In San Francisco, a group of aging Chinese women (Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu) meet regularly to trade familial stories while playing Mahjong. In a series of sixteen vignettes that spans generations and continents, this adaptation of Amy Tan's bestselling novel explores cultural conflict and the often-turbulent relationships between four first-generation Chinese-American women (Ming-Na Wen, Tamlyn Tomita, Lauren Tom, Rosalind Chao) and their mothers.","The Joy Luck Club traces the generational divide, unearthing universal truths while exploring lives through the lens of a specific cultural experience.",R,"Drama, Romance",Wayne Wang,"Amy Tan, Ron Bass","Kieu Chinh, Tsai Chin, France Nuyen, Lisa Lu, Ming-Na Wen, Tamlyn Tomita, Lauren Tom, Rosalind Chao, Chao Li Chi, Christopher Rich, Nicholas Guest, Russell Wong, Andrew McCarthy, Diane Baker, Jack Ford, Melanie Chang, Michael Paul Chan, Phillip Moon, Vivian Wu, Wu Tianming, Lisa Connolly, Vu Mai, Philip Moon, Ying Wu, Mei Juan-Xi, Guo-Rong Chen, Hsu Ying-Li, Irene Ng, Qugen Cao, Anie Wang, Lu Yan, Boffeng Liang, William Gong, Diana C. Weng, Yuan-Ho C. Koo, Zhi Xiang-Xia, Dan Yi, Kim Chew, Jason Yee, Ya Shan-Wu, Samantha Haw, Yu Fei-Hong, Grace Chang, Melissa Tan, Yi Ding (II), Emmy Yu, Lucille Soong, You Ming-Chong, Fen Tian, Lena Zhou, Jeanie Lee Wu, Elizabeth Sung, Eva Shen, Sheng Yu Ma, Sheng Wei Ma, Risa Bramon Garcia, Heidi Levitt",1993-09-08,2016-01-06,138.0,Buena Vista Pictures,Fresh,86.0,36.0,Upright,89.0,27707.0,7,31,5,87.5
m/jsa-joint-security-area-aka-gongdong-gyeongbi-guyeok,JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),"Two North Korean soldiers are killed in the border area between North and South Korea, prompting an investigation by a neutral body. Sgt. Lee Soo-hyeok (Lee Byung-Hun) is the shooter, but lead investigator Maj. Sophie E. Jean (Lee Yeong-ae), a Swiss-Korean woman, receives differing accounts from the two sides. Lee claims he fired in self-defense after getting wounded, while a North Korean survivor says it was a premeditated attack -- leaving Jean with her work cut out for her.",,NR,"Art House & International, Drama",Park Chan-wook,"Seong-san Jeong, Kim Hyeon-seok, Mu-yeong Lee, Park Chan-wook","Lee Yeong-ae, Lee Byung-hun, Shin Ha-kyun, Song Kang Ho, Christoph Hofrichter, Myoeng-su Kim, Tae-hyeon Kim, Tae-woo Kim",,2014-12-15,107.0,Asian Crush,Fresh,81.0,16.0,Upright,91.0,8556.0,3,13,3,86.0
m/ju_dou,Ju Dou,"Ju Dou (Gong Li), the young bride of Yang Jin-shan (Wei Li), who is the tyrannical owner of a silk-dyeing business, is forced to endure her husband's violent tendencies and condescending nature. Although Ju Dou finds temporary solace in the arms of her husband's nephew, Tian-qing (Baotian Li), problems arise when Ju Dou gets pregnant. The couple then desperately tries to hide their passionate romance while convincing the merciless Jin-shan that the child is his.",,PG-13,"Art House & International, Drama","Zhang Yimou, Yang Fengliang",Liu Heng,"Li Gong, Li Wei, Zhen Jian, Baotian Li, Zheng Jian, Yi Zhang, Zheng Ji-an",1990-04-21,2019-01-03,98.0,Live Home Video,Fresh,100.0,18.0,Upright,89.0,5288.0,6,18,0,94.5
m/jubal,Jubal,"Searching for work, cowboy Jubal Troop (Glenn Ford) arrives in a small town, where he badly injures his hand. Fortunately, a local rancher, Shep Horgan (Ernest Borgnine), is willing to employ Troop despite the injury. Horgan and Troop work together amicably, but Horgan's two-timing wife (Valerie French) threatens to create discord when she becomes interested in Troop, although he really loves another woman. A jealous cowhand (Rod Steiger) complicates matters by spreading lies.",,NR,"Action & Adventure, Classics, Western",Delmer Daves,"Delmer Daves, Russell S. Hughes","Glenn Ford, Ernest Borgnine, Rod Steiger, Valerie French, Felicia Farr, Basil Ruysdael, Noah Beery Jr., Charles Bronson, Basil Ruyadael, John Dierkes, Robert Burton, Juney Ellis, Don C. Harvey, Robert Knapp, Guy Wilkerson, Larry Hudson, Michael Lawrence, Buzz Henry, William Rhinehart, John L. Cason, Anne Kunde, Jack Elam, Robert ""Buzzy"" Henry",1956-04-24,2011-02-01,101.0,Columbia Pictures,Fresh,100.0,10.0,Upright,79.0,1313.0,2,10,0,89.5
m/jules_and_jim,Jules and Jim,"In the carefree days before World War I, introverted Austrian author Jules (Oskar Werner) strikes up a friendship with the exuberant Frenchman Jim (Henri Serre). Both men fall for the impulsive and beautiful Catherine (Jeanne Moreau), but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.","Francois Truffaut's arguable masterpiece in a filmography full of masterpieces ready to be argued for, Jules and Jim is an eternal ode to boundless love.",NR,"Drama, Romance",François Truffaut,"François Truffaut, Jean Gruault","Jeanne Moreau, Oskar Werner, Henri Serre, Marie Dubois, Vanna Urbino, Boris Bassiak, Anny Nelsen, Sabine Haudepin, Christiane Wagner, Christian A. Wagner, Kate No_lle, Jean-Louis Richard, Michel Varesano, Pierre Fabre, Danielle Bassiak, Bernard Largemains, Anny Nielsen, Elen Bober, Dominique Lacarriere, Michel Subor",1962-01-23,2017-03-23,110.0,Janus Films,Certified-Fresh,93.0,42.0,Upright,89.0,21534.0,7,39,3,91.0
m/jump_shot_the_kenny_sailors_story,Jump Shot: The Kenny Sailors Story,Kenny Sailors popularizes the jump shot in professional basketball and revolutionizes the sport for women.,,NR,Documentary,Jacob Hamilton,Jacob Hamilton,"Bobby Knight, Dirk Nowitzki, Kevin Durant, Stephen Curry",2020-04-02,2020-06-02,73.0,Aspiration Entertainment,Fresh,100.0,14.0,Upright,98.0,103.0,1,14,0,99.0
m/jungfrukallan,Jungfrukällan (The Virgin Spring),"Devout Christians Töre and Märeta (Max von Sydow, Birgitta Valberg) send their only daughter, the virginal Karin (Birgritta Pettersson), and their foster daughter, the unrepentant Ingeri (Gunnel Lindblom), to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of Töre and Märeta, Töre plots a fitting revenge.","The Virgin Spring marks one of Ingmar Bergman's most controversial dramas, although its uncomfortable exploration of divine justice -- or lack thereof -- is undeniably thought-provoking.",NR,"Art House & International, Drama, Horror",Ingmar Bergman,Ulla Isaksson,"Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson, Brigitta Petersson, Oscar Ljung, Brigitta Pattersson, Gudrun Brost, Axel Duberg, Tor Isedal, Ove Porath, Allan Edwall, Axel Slangus, Tor Borong, Leif Forstenberg",1960-01-01,2017-03-11,88.0,Criterion Collection,Fresh,87.0,23.0,Upright,92.0,8299.0,3,20,3,89.5
m/juno,Juno,"When precocious teen Juno MacGuff (Ellen Page) becomes pregnant, she chooses a failed rock star and his wife (Jennifer Garner) to adopt her unborn child. Complications occur when Mark, the prospective father, begins viewing Juno as more than just the mother of his future child, putting both his marriage and the adoption in jeopardy.","One of the brightest, funniest comedies of the year, Juno's smart script and direction are matched by assured performances in a coming of age story with a 21st century twist.",PG-13,"Comedy, Drama",Jason Reitman,Diablo Cody,"Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Olivia Thirlby, J.K. Simmons, Rainn Wilson, Daniel Clark, Eileen Pedde, Steve Rendazzo, Darla Vandenbossche, Aman Johal, Valerie Tian, Emily Perkins, Allison Janney, Kaaren de Zilva, Steven Christopher Parker, Candice Accola, Sierra Pitkin, Cut Chemist, Eve Harlow, Kirsten Williamson, Emily Tennant, Ashley Whillans, Jeff Witzke, Colin McSween, Peggy Logan, Cameron Bright, Wendy Russell, Joy Galmut, Robyn Ross, Dallas Hanson, Bryson Russell, Derek Mann, Keith Frost, Grayson Grant, Robin Watts, Tyler Watts, Brandon Barton, Josephine Reitman, Oliver Gorin, Ethan Steelberg, Matthew Sanders",2007-12-05,2016-07-05,96.0,Fox Searchlight,Certified-Fresh,94.0,216.0,Upright,88.0,549481.0,43,203,13,91.0
m/jurassic_park,Jurassic Park,"In Steven Spielberg's massive blockbuster, paleontologists Alan Grant (Sam Neill) and Ellie Sattler (Laura Dern) and mathematician Ian Malcolm (Jeff Goldblum) are among a select group chosen to tour an island theme park populated by dinosaurs created from prehistoric DNA. While the park's mastermind, billionaire John Hammond (Richard Attenborough), assures everyone that the facility is safe, they find out otherwise when various ferocious predators break free and go on the hunt.","Jurassic Park is a spectacle of special effects and life-like animatronics, with some of Spielberg's best sequences of sustained awe and sheer terror since Jaws.",PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Steven Spielberg,"John Micheal Crichton, Michael Crichton, David Koepp, Malia Scotch Marmo","Richard Attenborough, Sam Neill, Laura Dern, Jeff Goldblum, B.D. Wong, Samuel L. Jackson, Wayne Knight, Joseph Mazzello, Bob Peck, Martin Ferrero, Ariana Richards, Richard Kiley, Gerald R. Molen, Miguel Sandoval, Cameron Thor, Christopher John Fields, Whit Hertford, Dean Cundey, Jophery C. Brown, Whitby Hertford, Tom Mishler, Adrian Escober, Greg Burson, Samuel L",1993-06-11,2015-05-18,126.0,Universal Pictures,Certified-Fresh,91.0,128.0,Upright,91.0,1071352.0,34,117,11,91.0
m/just_charlie,Just Charlie,A teen football star who is being courted by a top club is torn between wanting to live up to his father's expectations or shedding his ill-fitting skin.,,NR,Drama,Rebekah Fortune,,"Patricia Potter, Scot Williams, Harry Gilby, Karen Bryson",2018-01-30,2018-01-31,97.0,Wolfe Releasing,Fresh,100.0,7.0,Upright,82.0,75.0,0,7,0,91.0
m/just_mercy,Just Mercy,"After graduating from Harvard, Bryan Stevenson heads to Alabama to defend those wrongly condemned or those not afforded proper representation. One of his first cases is that of Walter McMillian, who is sentenced to die in 1987 for the murder of an 18-year-old girl, despite evidence proving his innocence. In the years that follow, Stevenson encounters racism and legal and political maneuverings as he tirelessly fights for McMillian's life.","Just Mercy dramatizes a real-life injustice with solid performances, a steady directorial hand, and enough urgency to overcome a certain degree of earnest advocacy.",PG-13,Drama,Destin Daniel Cretton,"Destin Daniel Cretton, Andrew Lanham","Michael B. Jordan, Jamie Foxx, Brie Larson, Rob Morgan, Tim Blake Nelson, Karan Kendrick, Rafe Spall, O'Shea Jackson, Jr., Rhoda Griffis, Andrene Ward-Hammond, Drew Scheid, Darrell Britt-Gibson, Steve Coulter, Elizabeth Becka, Claire Bronson, Tonea Stewart, Lindsay Ayliffe",2020-01-10,2019-12-25,136.0,Warner Bros. Pictures,Certified-Fresh,84.0,289.0,,99.0,11821.0,47,243,46,91.5
